Incident Number,Neighborhood,Occur Month,Occur Year,Occurence Date,Person Injury,Precinct,Open Data Latitude,Open Data Longitude,X,Y
19-0210,Glenfair,7,2019,7/11/2019,False,East,45.526044274,-122.501442118,"7,689,215","684,236"
20-0338,Hazelwood,7,2020,7/21/2020,False,East,45.526105592,-122.510659573,"7,686,854","684,317"
20-0235,Hazelwood,6,2020,6/10/2020,False,East,45.526268953,-122.558151412,"7,674,688","684,683"
21-0057,Hazelwood,1,2021,1/19/2021,False,East,45.526268953,-122.558151412,"7,674,688","684,683"
21-0189,Old Town/Chinatown,3,2021,3/2/2021,True,Central,45.526272633,-122.676479499,"7,644,373","685,479"
20-0305,Hazelwood,7,2020,7/8/2020,True,East,45.526292331,-122.537750258,"7,679,915","684,559"
20-0535,Montavilla,9,2020,9/7/2020,False,East,45.526299884,-122.568499956,"7,672,037","684,762"
20-0432,Montavilla,8,2020,8/15/2020,False,East,45.526321989,-122.565440636,"7,672,821","684,750"
20-0665,Montavilla,10,2020,10/10/2020,False,East,45.526346174,-122.565468838,"7,672,814","684,759"
20-0398,Hazelwood,8,2020,8/6/2020,False,East,45.526349622,-122.563138742,"7,673,411","684,745"
20-0726,Hazelwood,11,2020,11/2/2020,False,East,45.526359591,-122.526499802,"7,682,798","684,511"
19-0398,Hazelwood,12,2019,12/7/2019,False,East,45.526369841,-122.535079357,"7,680,600","684,570"
20-0417,Hazelwood,7,2020,7/29/2020,False,East,45.526370044,-122.528861597,"7,682,193","684,530"
19-0316,Montavilla,9,2019,9/28/2019,False,East,45.526400904,-122.575982230,"7,670,121","684,848"
20-0467,Montavilla,8,2020,8/25/2020,True,East,45.526404387,-122.587149540,"7,667,260","684,923"
20-0918,Montavilla,12,2020,12/29/2020,False,East,45.526434645,-122.583516725,"7,668,191","684,910"
20-0555,Montavilla,9,2020,9/13/2020,False,East,45.526481434,-122.583811186,"7,668,116","684,929"
20-0458,Lloyd,8,2020,8/24/2020,False,Central,45.526543042,-122.660696852,"7,648,419","685,469"
19-0221,North Tabor,7,2019,7/4/2019,True,East,45.526562255,-122.613338537,"7,660,552","685,155"
20-0299,North Tabor,7,2020,7/7/2020,True,East,45.526562255,-122.613338537,"7,660,552","685,155"
20-0011,Hazelwood,1,2020,1/3/2020,False,East,45.526597888,-122.559392854,"7,674,373","684,811"
20-0037,Hazelwood,1,2020,1/20/2020,False,East,45.526597888,-122.559392854,"7,674,373","684,811"
20-0421,Pearl,8,2020,8/12/2020,True,Central,45.526608656,-122.677569714,"7,644,097","685,609"
19-0165,Hazelwood,5,2019,5/31/2019,False,East,45.526625494,-122.560607760,"7,674,062","684,829"
19-0305,Old Town/Chinatown,9,2019,9/18/2019,False,Central,45.526644332,-122.675541324,"7,644,617","685,608"
20-0627,Old Town/Chinatown,9,2020,9/9/2020,False,Central,45.526644332,-122.675541324,"7,644,617","685,608"
20-0446,Lloyd,8,2020,8/19/2020,False,North,45.526904212,-122.660749631,"7,648,409","685,601"
20-0512,Old Town/Chinatown,9,2020,9/2/2020,True,Central,45.526937547,-122.670482046,"7,645,916","685,680"
20-0330,NONE,7,2020,7/19/2020,True,East,45.527218451,-122.496397641,"7,690,518","684,632"
20-0755,NONE,11,2020,11/11/2020,False,East,45.527218451,-122.496397641,"7,690,518","684,632"
20-0592,North Tabor,9,2020,9/22/2020,True,East,45.527295400,-122.616734416,"7,659,689","685,445"
20-0189,North Tabor,5,2020,5/11/2020,False,East,45.527457799,-122.598605509,"7,664,335","685,383"
20-0216,Montavilla,5,2020,5/31/2020,True,East,45.527541296,-122.566901893,"7,672,458","685,204"
20-0925,Hazelwood,12,2020,12/22/2020,False,East,45.527692955,-122.560595761,"7,674,075","685,218"
19-0024,Montavilla,1,2019,1/25/2019,False,East,45.527827755,-122.585820081,"7,667,614","685,433"
20-0706,Montavilla,10,2020,10/25/2020,False,East,45.528055771,-122.571393854,"7,671,312","685,421"
19-0353,North Tabor,11,2019,11/1/2019,False,East,45.528336506,-122.599164949,"7,664,200","685,707"
19-0385,Kerns,11,2019,11/30/2019,False,Central,45.528403554,-122.638974598,"7,654,002","685,999"
21-0253,Hazelwood,3,2021,3/26/2021,False,East,45.528561804,-122.537718518,"7,679,944","685,386"
21-0114,Hazelwood,2,2021,2/3/2021,True,East,45.528780180,-122.537781003,"7,679,930","685,466"
20-0677,Northwest,10,2020,10/17/2020,False,Central,45.528924671,-122.687374476,"7,641,608","686,521"
20-0223,Pearl,6,2020,6/3/2020,False,Central,45.529348210,-122.680824977,"7,643,290","686,630"
20-0429,Hazelwood,8,2020,8/14/2020,False,East,45.529464058,-122.534487661,"7,680,780","685,694"
20-0899,Montavilla,12,2020,12/25/2020,False,East,45.529473343,-122.579037781,"7,669,367","685,988"
20-0910,Hazelwood,12,2020,12/27/2020,False,East,45.529507119,-122.558108764,"7,674,729","685,863"
20-0278,Montavilla,7,2020,7/1/2020,False,East,45.529508519,-122.574054361,"7,670,644","685,968"
20-0326,Montavilla,6,2020,6/27/2020,False,East,45.529508574,-122.583001080,"7,668,352","686,027"
19-0043,North Tabor,2,2019,2/10/2019,False,East,45.529920956,-122.598036869,"7,664,504","686,277"
20-0816,Hazelwood,11,2020,11/30/2020,False,East,45.529993664,-122.529982564,"7,681,939","685,858"
21-0115,Lloyd,2,2021,2/3/2021,False,North,45.530007443,-122.660157290,"7,648,591","686,728"
21-0205,Lloyd,3,2021,3/7/2021,False,North,45.530010308,-122.661172333,"7,648,331","686,736"
19-0125,Lloyd,4,2019,4/29/2019,False,North,45.530038062,-122.654580224,"7,650,020","686,701"
20-0073,Hazelwood,2,2020,2/10/2020,False,East,45.530050990,-122.545934076,"7,677,853","685,982"
20-0502,Pearl,8,2020,8/15/2020,False,Central,45.530077569,-122.680849092,"7,643,291","686,896"
20-0537,Lloyd,9,2020,9/9/2020,True,North,45.530101044,-122.662182916,"7,648,073","686,776"
20-0745,Northwest,11,2020,11/8/2020,True,North,45.530179776,-122.696658860,"7,639,242","687,043"
19-0294,Rose City Park,9,2019,9/8/2019,False,North,45.530189066,-122.605728924,"7,662,536","686,426"
20-0559,Hazelwood,9,2020,9/15/2020,False,East,45.530327552,-122.539636041,"7,679,469","686,042"
19-0028,Lloyd,1,2019,1/27/2019,False,North,45.530359203,-122.669012378,"7,646,326","686,917"
19-0019,Pearl,1,2019,1/20/2019,False,Central,45.530425187,-122.683349070,"7,642,654","687,040"
20-0155,Pearl,4,2020,4/17/2020,False,Central,45.530483249,-122.680290839,"7,643,438","687,040"
20-0584,Montavilla,9,2020,9/20/2020,False,East,45.530552959,-122.571516196,"7,671,304","686,332"
21-0247,Lloyd,3,2021,3/23/2021,False,North,45.530791064,-122.660651641,"7,648,472","687,017"
20-0684,Lloyd,9,2020,9/9/2020,False,North,45.530802085,-122.664731375,"7,647,427","687,049"
20-0295,Hazelwood,7,2020,7/4/2020,False,East,45.530904206,-122.562359608,"7,673,653","686,400"
20-0112,Montavilla,3,2020,3/20/2020,True,East,45.530932149,-122.573157811,"7,670,887","686,481"
20-0782,Hazelwood,11,2020,11/23/2020,False,East,45.530954988,-122.558149543,"7,674,732","686,391"
20-0108,Montavilla,3,2020,3/17/2020,True,East,45.530983406,-122.577004680,"7,669,902","686,525"
19-0205,Rose City Park,7,2019,7/4/2019,False,North,45.530999951,-122.602198929,"7,663,448","686,698"
20-0241,Lloyd,6,2020,6/14/2020,False,North,45.531132259,-122.656655561,"7,649,499","687,114"
19-0414,Sullivan's Gulch,12,2019,12/22/2019,True,North,45.531408943,-122.648035040,"7,651,710","687,156"
20-0542,Lloyd,9,2020,9/3/2020,False,North,45.531459116,-122.660142262,"7,648,609","687,257"
21-0268,Hazelwood,3,2021,3/28/2021,False,East,45.531585309,-122.548206592,"7,677,285","686,556"
20-0449,Hazelwood,8,2020,8/20/2020,False,East,45.531673456,-122.558015543,"7,674,773","686,652"
21-0269,Hazelwood,3,2021,3/29/2021,True,East,45.531673456,-122.558015543,"7,674,773","686,652"
20-0145,Pearl,4,2020,4/12/2020,False,Central,45.532038746,-122.678273783,"7,643,970","687,593"
20-0407,Lloyd,8,2020,8/7/2020,True,North,45.532086614,-122.671104424,"7,645,807","687,561"
20-0372,Lloyd,7,2020,7/25/2020,False,North,45.532217768,-122.660651291,"7,648,486","687,537"
20-0291,Pearl,7,2020,7/5/2020,False,Central,45.532254102,-122.682974381,"7,642,768","687,704"
21-0128,Pearl,2,2021,2/2/2021,False,Central,45.532290465,-122.680914585,"7,643,296","687,703"
20-0459,Hazelwood,8,2020,8/25/2020,False,East,45.532317537,-122.537728413,"7,679,976","686,755"
20-0778,Sullivan's Gulch,11,2020,11/22/2020,False,North,45.532334446,-122.637096677,"7,654,521","687,419"
19-0039,Montavilla,2,2019,2/4/2019,False,East,45.532406402,-122.579028088,"7,669,397","687,057"
20-0507,North Tabor,9,2020,9/2/2020,False,East,45.532590441,-122.592771861,"7,665,878","687,215"
20-0371,Montavilla,8,2020,8/3/2020,True,East,45.532623629,-122.580062708,"7,669,134","687,143"
19-0164,Montavilla,5,2019,5/30/2019,False,East,45.533088535,-122.579084299,"7,669,389","687,306"
20-0697,Hazelwood,10,2020,10/23/2020,False,East,45.533254009,-122.525414771,"7,683,139","687,017"
19-0278,Pearl,8,2019,8/30/2019,False,Central,45.533254947,-122.684593926,"7,642,363","688,080"
19-0203,Lloyd,7,2019,7/3/2019,False,North,45.533286732,-122.660707592,"7,648,482","687,927"
20-0751,Parkrose Heights,11,2020,11/11/2020,False,East,45.533468577,-122.549063085,"7,677,083","687,248"
19-0131,Hazelwood,5,2019,5/3/2019,False,East,45.533490861,-122.560400230,"7,674,179","687,330"
19-0388,Woodland Park,12,2019,12/1/2019,True,East,45.533535612,-122.558055726,"7,674,780","687,331"
20-0819,Hazelwood,11,2020,11/30/2020,False,East,45.533541774,-122.540786001,"7,679,204","687,221"
20-0853,Parkrose Heights,12,2020,12/8/2020,True,East,45.533572958,-122.537636848,"7,680,011","687,212"
20-0862,Wilkes,12,2020,12/13/2020,False,East,45.533621742,-122.496716513,"7,690,494","686,968"
20-0495,Wilkes,8,2020,8/30/2020,False,East,45.533630745,-122.508010073,"7,687,601","687,043"
20-0126,Lloyd,4,2020,4/2/2020,False,North,45.533670178,-122.657091614,"7,649,412","688,042"
20-0875,Wilkes,12,2020,12/14/2020,False,East,45.534032375,-122.496609943,"7,690,525","687,117"
20-0830,Northwest,12,2020,12/3/2020,False,Central,45.534231688,-122.689640242,"7,641,080","688,471"
21-0169,Lloyd,2,2021,2/27/2021,True,North,45.534307273,-122.659106805,"7,648,902","688,288"
19-0360,Lloyd,11,2019,11/8/2019,True,North,45.534392198,-122.658091119,"7,649,163","688,312"
20-0748,Sullivan's Gulch,11,2020,11/10/2020,False,North,45.534415678,-122.638635075,"7,654,147","688,188"
21-0152,Madison South,2,2021,2/22/2021,False,East,45.534506428,-122.594977883,"7,665,331","687,928"
21-0193,Wilkes,3,2021,3/4/2021,True,East,45.534826617,-122.508341251,"7,687,527","687,481"
19-0029,Madison South,1,2019,1/28/2019,False,East,45.534863159,-122.595877221,"7,665,104","688,064"
21-0112,Madison South,2,2021,2/3/2021,False,East,45.534863159,-122.595877221,"7,665,104","688,064"
20-0231,Madison South,6,2020,6/7/2020,False,East,45.534881065,-122.594292921,"7,665,510","688,060"
20-0730,Madison South,10,2020,10/31/2020,False,East,45.534892231,-122.595035064,"7,665,320","688,069"
20-0272,Madison South,6,2020,6/27/2020,False,East,45.534938364,-122.577075214,"7,669,921","687,967"
21-0192,Madison South,3,2021,3/3/2021,False,East,45.534957521,-122.574495486,"7,670,582","687,957"
20-0736,Sullivan's Gulch,11,2020,11/4/2020,False,North,45.534979651,-122.646206487,"7,652,213","688,445"
20-0200,Lloyd,5,2020,5/20/2020,False,North,45.535014776,-122.657080246,"7,649,428","688,532"
19-0340,Eliot,10,2019,10/21/2019,True,North,45.535019838,-122.668620485,"7,646,472","688,613"
19-0146,Irvington,5,2019,5/17/2019,False,North,45.535105476,-122.658094813,"7,649,169","688,572"
20-0343,Eliot,7,2020,7/24/2020,False,North,45.535108491,-122.660124977,"7,648,649","688,587"
20-0708,Hollywood,10,2020,10/26/2020,False,North,45.535259871,-122.621954222,"7,658,428","688,383"
20-0724,Madison South,11,2020,11/1/2020,False,East,45.535604703,-122.574968082,"7,670,467","688,196"
20-0777,Wilkes,11,2020,11/22/2020,False,East,45.536037646,-122.495833348,"7,690,742","687,843"
19-0052,Eliot,2,2019,2/17/2019,False,North,45.536463788,-122.663920525,"7,647,690","689,107"
20-0117,Madison South,3,2020,3/30/2020,False,East,45.536648453,-122.594264433,"7,665,534","688,704"
20-0122,Russell,4,2020,4/1/2020,False,East,45.536852117,-122.530469871,"7,681,877","688,361"
21-0148,Russell,2,2021,2/19/2021,False,East,45.536852117,-122.530469871,"7,681,877","688,361"
20-0104,Russell,3,2020,3/9/2020,False,East,45.536860849,-122.522037769,"7,684,037","688,310"
20-0761,Parkrose Heights,11,2020,11/15/2020,False,East,45.536874431,-122.551922679,"7,676,382","688,508"
19-0382,Parkrose Heights,11,2019,11/24/2019,False,East,45.536878927,-122.553667898,"7,675,935","688,521"
20-0829,Wilkes,11,2020,11/23/2020,False,East,45.536960026,-122.503685230,"7,688,739","688,229"
20-0097,Madison South,3,2020,3/2/2020,True,East,45.537192584,-122.594967709,"7,665,359","688,907"
20-0526,Parkrose Heights,9,2020,9/6/2020,False,East,45.537216894,-122.537607590,"7,680,052","688,540"
20-0219,Rose City Park,6,2020,6/1/2020,False,East,45.537372422,-122.601497962,"7,663,688","689,016"
21-0043,Irvington,1,2021,1/13/2021,False,North,45.537472083,-122.657571846,"7,649,326","689,431"
21-0068,Madison South,1,2021,1/20/2021,False,East,45.537696109,-122.580841996,"7,668,982","688,997"
20-0185,Northwest,5,2020,5/9/2020,True,Central,45.537755482,-122.715079163,"7,634,599","689,933"
20-0403,Parkrose Heights,8,2020,8/5/2020,False,East,45.538361170,-122.557922266,"7,674,859","689,089"
21-0045,Parkrose Heights,1,2021,1/14/2021,False,East,45.538620432,-122.539992583,"7,679,454","689,067"
20-0406,Rose City Park,8,2020,8/10/2020,False,North,45.538983178,-122.605231390,"7,662,747","689,628"
19-0045,Northwest,2,2019,2/14/2019,False,Central,45.540348143,-122.701089488,"7,638,208","690,780"
20-0631,Parkrose Heights,10,2020,10/5/2020,False,East,45.540448103,-122.542592069,"7,678,805","689,750"
20-0137,Madison South,4,2020,4/10/2020,False,East,45.540863810,-122.572400047,"7,671,174","690,096"
20-0536,Madison South,9,2020,9/9/2020,True,East,45.540917747,-122.574885108,"7,670,538","690,132"
21-0149,Eliot,2,2021,2/20/2021,False,North,45.540960670,-122.662022661,"7,648,220","690,733"
21-0064,Eliot,1,2021,1/19/2021,False,North,45.541021150,-122.666678955,"7,647,028","690,787"
20-0561,Eliot,9,2020,9/16/2020,False,North,45.541035140,-122.670736121,"7,645,989","690,820"
19-0401,Madison South,12,2019,12/12/2019,False,North,45.541520586,-122.574774399,"7,670,572","690,351"
21-0001,Eliot,1,2021,1/1/2021,False,North,45.541570637,-122.661538325,"7,648,350","690,952"
20-0386,Irvington,8,2020,8/2/2020,False,North,45.541668024,-122.639173835,"7,654,079","690,835"
20-0854,Irvington,12,2020,12/10/2020,False,North,45.541703505,-122.652411012,"7,650,689","690,938"
19-0162,Irvington,5,2019,5/29/2019,False,North,45.542095135,-122.654499108,"7,650,158","691,095"
20-0440,Eliot,8,2020,8/16/2020,True,North,45.542108823,-122.658595363,"7,649,109","691,128"
20-0080,Parkrose Heights,2,2020,2/16/2020,True,East,45.542161892,-122.557411955,"7,675,025","690,471"
20-0876,Alameda,12,2020,12/17/2020,False,North,45.542447487,-122.644165735,"7,652,808","691,153"
20-0077,Parkrose Heights,2,2020,2/13/2020,False,East,45.542543890,-122.557835756,"7,674,920","690,613"
20-0497,Madison South,8,2020,8/30/2020,False,East,45.542699804,-122.569780889,"7,671,862","690,748"
19-0282,Eliot,9,2019,9/1/2019,True,East,45.543091394,-122.669506755,"7,646,324","691,561"
20-0285,Eliot,7,2020,7/4/2020,True,North,45.543091394,-122.669506755,"7,646,324","691,561"
21-0065,Eliot,1,2021,1/19/2021,True,North,45.543091394,-122.669506755,"7,646,324","691,561"
20-0690,Eliot,10,2020,10/21/2020,False,North,45.543782918,-122.665862913,"7,647,264","691,788"
19-0371,Madison South,11,2019,11/16/2019,False,East,45.544116556,-122.568044317,"7,672,320","691,253"
20-0422,Eliot,7,2020,7/21/2020,False,North,45.544199905,-122.666593363,"7,647,081","691,945"
19-0216,Eliot,7,2019,7/15/2019,False,North,45.544200293,-122.666718324,"7,647,049","691,946"
20-0107,Eliot,3,2020,3/12/2020,False,North,45.544200293,-122.666718324,"7,647,049","691,946"
20-0297,Eliot,7,2020,7/5/2020,False,North,45.544200293,-122.666718324,"7,647,049","691,946"
20-0337,Eliot,7,2020,7/19/2020,False,North,45.544200293,-122.666718324,"7,647,049","691,946"
20-0365,Eliot,7,2020,7/31/2020,False,North,45.544200293,-122.666718324,"7,647,049","691,946"
20-0053,Argay,2,2020,2/1/2020,False,North,45.544435937,-122.512488058,"7,686,552","691,010"
20-0202,Russell,5,2020,5/21/2020,False,East,45.544461260,-122.533963235,"7,681,052","691,157"
19-0391,Madison South,12,2019,12/3/2019,False,East,45.544466650,-122.576322847,"7,670,203","691,435"
20-0774,Madison South,11,2020,11/17/2020,False,East,45.544514666,-122.578827378,"7,669,562","691,469"
19-0213,Parkrose Heights,7,2019,7/13/2019,False,East,45.544515190,-122.544069851,"7,678,464","691,242"
19-0137,Wilkes,5,2019,5/8/2019,False,North,45.544517497,-122.506724149,"7,688,029","691,003"
20-0795,Roseway,11,2020,11/26/2020,False,North,45.544584885,-122.582375230,"7,668,654","691,518"
20-0872,Eliot,12,2020,12/12/2020,False,North,45.544618357,-122.659081268,"7,649,009","692,046"
20-0211,Eliot,5,2020,5/29/2020,True,North,45.544660710,-122.658579186,"7,649,138","692,058"
19-0384,Eliot,11,2019,11/27/2019,False,North,45.544660850,-122.668047855,"7,646,713","692,123"
19-0343,Eliot,10,2019,10/25/2019,True,North,45.544983411,-122.661555067,"7,648,379","692,196"
20-0619,Eliot,9,2020,9/30/2020,False,North,45.544983411,-122.661555067,"7,648,379","692,196"
20-0618,Eliot,9,2020,9/30/2020,False,North,45.545353780,-122.666656935,"7,647,076","692,366"
21-0258,Eliot,3,2021,3/26/2021,False,North,45.545353780,-122.666656935,"7,647,076","692,366"
20-0850,Parkrose Heights,12,2020,12/8/2020,False,East,45.545558547,-122.554028817,"7,675,923","691,687"
21-0028,Overlook,1,2021,1/11/2021,False,North,45.546135052,-122.682211925,"7,643,100","692,758"
21-0220,Eliot,3,2021,3/12/2021,False,North,45.546325146,-122.659068105,"7,649,029","692,668"
19-0311,Rose City Park,9,2019,9/20/2019,False,North,45.546555956,-122.610592258,"7,661,446","692,424"
20-0702,Roseway,10,2020,10/24/2020,True,North,45.546783574,-122.578828487,"7,669,583","692,296"
21-0146,Eliot,2,2021,2/12/2021,False,North,45.547169259,-122.661599272,"7,648,389","692,993"
20-0111,Eliot,3,2020,3/20/2020,True,North,45.547326856,-122.661534988,"7,648,407","693,050"
20-0131,Eliot,4,2020,4/6/2020,False,North,45.547327249,-122.661659956,"7,648,375","693,051"
19-0251,Eliot,8,2019,8/10/2019,False,North,45.547413612,-122.665380609,"7,647,423","693,108"
20-0696,Madison South,10,2020,10/23/2020,False,East,45.547480320,-122.576558051,"7,670,171","692,535"
20-0558,Boise,9,2020,9/15/2020,True,North,45.547490984,-122.672041254,"7,645,718","693,182"
19-0410,Eliot,12,2019,12/18/2019,False,North,45.547501419,-122.665380054,"7,647,424","693,140"
21-0018,Argay,1,2021,1/4/2021,False,North,45.547684718,-122.527917227,"7,682,630","692,293"
20-0864,Argay,12,2020,12/12/2020,False,North,45.547777602,-122.526850673,"7,682,904","692,320"
19-0195,Boise,6,2019,6/27/2019,False,North,45.547876454,-122.670661980,"7,646,075","693,313"
21-0137,Eliot,2,2021,2/15/2021,False,North,45.547899205,-122.661591931,"7,648,398","693,259"
20-0479,Wilkes,8,2020,8/26/2020,False,North,45.547958608,-122.501644850,"7,689,361","692,225"
20-0917,Beaumont-Wilshire,12,2020,12/29/2020,False,North,45.547964857,-122.623772497,"7,658,084","693,026"
19-0342,Parkrose,10,2019,10/24/2019,False,North,45.547984478,-122.544296325,"7,678,438","692,508"
20-0568,Parkrose,7,2020,7/27/2020,False,North,45.548079542,-122.547587499,"7,677,596","692,564"
20-0256,Eliot,6,2020,6/22/2020,False,North,45.548087353,-122.661653764,"7,648,384","693,328"
20-0652,Eliot,10,2020,10/8/2020,False,North,45.548087353,-122.661653764,"7,648,384","693,328"
20-0806,Roseway,11,2020,11/29/2020,True,East,45.548103804,-122.579251700,"7,669,487","692,780"
20-0779,Argay,11,2020,11/22/2020,False,North,45.548107363,-122.533500395,"7,681,204","692,483"
20-0642,Wilkes,10,2020,10/9/2020,False,North,45.548117138,-122.498682916,"7,690,121","692,264"
21-0085,Wilkes,1,2021,1/27/2021,False,North,45.548117138,-122.498682916,"7,690,121","692,264"
20-0546,Argay,9,2020,9/11/2020,False,North,45.548129582,-122.531623041,"7,681,685","692,479"
20-0148,Madison South,4,2020,4/13/2020,True,East,45.548140537,-122.578737621,"7,669,619","692,790"
20-0694,Wilkes,10,2020,10/22/2020,False,North,45.548151225,-122.495931348,"7,690,826","692,259"
20-0587,Roseway,9,2020,9/21/2020,False,North,45.548161263,-122.580776654,"7,669,097","692,811"
20-0361,Sabin,7,2020,7/29/2020,False,North,45.548235638,-122.648328293,"7,651,798","693,291"
19-0031,Boise,1,2019,1/29/2019,False,North,45.548263838,-122.664085399,"7,647,763","693,409"
20-0029,Rose City Park,1,2020,1/15/2020,True,North,45.548268970,-122.610238152,"7,661,553","693,046"
20-0599,Rose City Park,9,2020,9/24/2020,False,North,45.548268970,-122.610238152,"7,661,553","693,046"
20-0716,Argay,10,2020,10/30/2020,True,North,45.548272227,-122.530226365,"7,682,044","692,522"
20-0323,Boise,7,2020,7/15/2020,True,North,45.548272366,-122.661590524,"7,648,402","693,395"
20-0347,Boise,7,2020,7/26/2020,True,North,45.548272366,-122.661590524,"7,648,402","693,395"
20-0384,Roseway,7,2020,7/31/2020,True,North,45.548507785,-122.579820977,"7,669,345","692,931"
20-0877,Wilkes,12,2020,12/17/2020,False,North,45.548572753,-122.501982789,"7,689,280","692,451"
19-0212,Boise,7,2019,7/13/2019,False,North,45.548577791,-122.671297967,"7,645,919","693,573"
19-0134,Wilkes,5,2019,5/4/2019,True,North,45.548613779,-122.495994471,"7,690,814","692,428"
20-0771,Madison South,11,2020,11/18/2020,True,East,45.548854169,-122.576139746,"7,670,291","693,033"
20-0038,Madison South,1,2020,1/22/2020,False,East,45.548902121,-122.577433984,"7,669,960","693,059"
19-0402,Cully,12,2019,12/12/2019,False,North,45.548985383,-122.602283322,"7,663,597","693,254"
20-0476,Wilkes,8,2020,8/26/2020,False,North,45.549066289,-122.504518734,"7,688,635","692,647"
20-0328,Argay,7,2020,7/17/2020,True,North,45.549186913,-122.517697536,"7,685,261","692,775"
19-0136,Madison South,5,2019,5/8/2019,False,East,45.549196993,-122.570060797,"7,671,851","693,118"
19-0060,Madison South,2,2019,2/20/2019,True,East,45.549217418,-122.578659921,"7,669,649","693,182"
19-0272,Madison South,8,2019,8/25/2019,True,East,45.549217418,-122.578659921,"7,669,649","693,182"
20-0789,Madison South,11,2020,11/24/2020,False,East,45.549217418,-122.578659921,"7,669,649","693,182"
19-0323,Roseway,10,2019,10/7/2019,True,East,45.549217902,-122.578784893,"7,669,617","693,183"
20-0804,Sabin,11,2020,11/29/2020,False,North,45.549439151,-122.654242943,"7,650,295","693,770"
21-0050,Wilkes,1,2021,1/15/2021,False,North,45.549509170,-122.495936153,"7,690,837","692,754"
20-0644,Sabin,10,2020,10/9/2020,False,North,45.549517310,-122.651094636,"7,651,102","693,777"
20-0056,Wilkes,2,2020,2/1/2020,False,North,45.549523069,-122.503968681,"7,688,780","692,810"
20-0601,Madison South,9,2020,9/24/2020,False,East,45.549527873,-122.577421747,"7,669,969","693,287"
20-0598,Roseway,9,2020,9/24/2020,False,North,45.549567995,-122.584299632,"7,668,208","693,347"
19-0151,Wilkes,5,2019,5/19/2019,True,North,45.549568093,-122.496492698,"7,690,695","692,779"
19-0389,Wilkes,12,2019,12/1/2019,False,North,45.549568093,-122.496492698,"7,690,695","692,779"
19-0390,Wilkes,12,2019,12/2/2019,True,North,45.549568093,-122.496492698,"7,690,695","692,779"
20-0380,King,7,2020,7/30/2020,True,North,45.549850945,-122.662704990,"7,648,132","693,978"
19-0027,Wilkes,1,2019,1/25/2019,False,North,45.550016390,-122.503997815,"7,688,777","692,990"
20-0718,Wilkes,10,2020,10/31/2020,False,North,45.550016390,-122.503997815,"7,688,777","692,990"
20-0487,Wilkes,8,2020,8/26/2020,False,North,45.550239701,-122.506137716,"7,688,231","693,085"
20-0903,Cully,12,2020,12/26/2020,True,North,45.550423535,-122.604054764,"7,663,157","693,790"
20-0545,Argay,9,2020,9/11/2020,False,North,45.550429159,-122.518198566,"7,685,144","693,231"
20-0259,Madison South,6,2020,6/23/2020,False,East,45.550592091,-122.578651699,"7,669,664","693,683"
21-0088,Madison South,1,2021,1/28/2021,False,East,45.550592091,-122.578651699,"7,669,664","693,683"
20-0914,Wilkes,12,2020,12/29/2020,False,North,45.550760781,-122.506148326,"7,688,233","693,275"
20-0714,Boise,10,2020,10/28/2020,False,North,45.550785383,-122.669027697,"7,646,522","694,362"
20-0750,NONE,11,2020,11/11/2020,False,North,45.550893735,-122.563277381,"7,673,604","693,692"
21-0170,Argay,2,2021,2/27/2021,True,North,45.551102618,-122.519062062,"7,684,929","693,482"
21-0191,Argay,2,2021,2/17/2021,False,North,45.551102618,-122.519062062,"7,684,929","693,482"
19-0089,Wilkes,3,2019,3/23/2019,False,North,45.551167071,-122.503616724,"7,688,885","693,407"
20-0212,Boise,5,2020,5/29/2020,False,North,45.551428625,-122.664741081,"7,647,626","694,567"
20-0845,Wilkes,12,2020,12/8/2020,False,North,45.551498594,-122.505530103,"7,688,398","693,540"
20-0913,Argay,12,2020,12/28/2020,False,North,45.551793961,-122.519844212,"7,684,735","693,739"
20-0573,Boise,9,2020,9/10/2020,True,North,45.552055058,-122.666733156,"7,647,122","694,809"
19-0090,Argay,3,2019,3/23/2019,False,North,45.552140801,-122.527260329,"7,682,839","693,913"
21-0067,Argay,1,2021,1/21/2021,False,North,45.552191266,-122.531085081,"7,681,860","693,956"
20-0712,Argay,10,2020,10/27/2020,False,North,45.552418884,-122.519878169,"7,684,732","693,967"
20-0911,Argay,12,2020,12/27/2020,False,North,45.552570940,-122.522620965,"7,684,031","694,040"
20-0048,Sumner,1,2020,1/27/2020,False,North,45.552657359,-122.578231407,"7,669,791","694,433"
20-0607,Sumner,9,2020,9/28/2020,True,North,45.552657359,-122.578231407,"7,669,791","694,433"
19-0155,Boise,5,2019,5/22/2019,False,North,45.552687552,-122.665636525,"7,647,409","695,032"
20-0744,Boise,11,2020,11/6/2020,False,North,45.552690674,-122.664742363,"7,647,638","695,027"
20-0281,Argay,7,2020,7/5/2020,True,North,45.552798350,-122.519672996,"7,684,788","694,104"
21-0006,Argay,1,2021,1/2/2021,False,North,45.552896282,-122.534347564,"7,681,031","694,234"
19-0364,Argay,11,2019,11/9/2019,False,North,45.552977246,-122.529922184,"7,682,165","694,235"
21-0202,Argay,3,2021,3/7/2021,False,North,45.553182927,-122.533342532,"7,681,291","694,332"
21-0131,Boise,2,2021,2/10/2021,False,North,45.553317653,-122.671213774,"7,645,987","695,300"
